Beach Name,Month,Year,tavg,tmin,tmax,prcp,wdir,wspd,pres,Footfall,Wave Height (m),Ocean Currents (m/s),Swell Height (m),Storm Surge,Tsunami Alerts,Humidity (%),UV Index,Risk Score,Risk
Mandarmani Beach,Sep,2023,0.674353599,0.803805774,0.493293592,0.225821213,0.456483363,0.54519774,0.194368132,0.363636364,0.411764706,0.544117647,0.6,1,0,0.485714286,0.285714286,0.449431773,Medium
Candolim Beach,Mar,2022,0.710691824,0.738188976,0.728017884,0.004556217,0.710521933,0.176200565,0.568681319,0.272727273,0.411764706,0.397058824,0.466666667,0,0,0.314285714,0.571428571,0.139318856,Low
Mandarmani Beach,Dec,2023,0.151642208,0.12664042,0.192250373,0.003342552,0.657895613,0.330155367,1,0.727272727,0.117647059,0.323529412,0.4,1,0,0.342857143,0.428571429,0.458338428,Medium
Mandarmani Beach,Jul,2022,0.695317959,0.844488189,0.508196721,0.236067726,0.468340939,0.384533898,0.042582418,0.181818182,0.529411765,0.617647059,0.666666667,0,0,0.771428571,0.428571429,0.162186563,Low
Puri Beach,Dec,2023,0.240391335,0.223097113,0.253353204,0.00706313,0.030210172,0.22210452,0.999313187,0.636363636,0.294117647,0.323529412,0.466666667,0,0,0.314285714,0.428571429,0.181237274,Low
Alleppey Beach,Apr,2023,0.694619147,0.730971129,0.799552906,0.097690058,0.522665956,0.242231638,0.598214286,0.363636364,0.441176471,0.654411765,0.833333333,1,0,0.2,0.428571429,0.468336516,Medium
Puri Beach,Jan,2022,0.168413697,0.152887139,0.157228018,0.016175564,0.144522533,0.149717514,0.938186813,0.818181818,0.235294118,0.323529412,0.4,0,0,0.285714286,0.428571429,0.199266362,Low
Gokarna Beach,Nov,2023,0.672257163,0.677821522,0.683308495,0.041841587,0.181127802,0.282485876,0.642857143,0.636363636,0.411764706,0.360294118,0.433333333,0,0,0.257142857,0.571428571,0.19142145,Low
Alleppey Beach,Aug,2023,0.600978337,0.715223097,0.627421759,0.079843218,0.988175732,0.411723164,0.688873626,0.181818182,0.558823529,0.727941176,0.466666667,0,1,0.571428571,0.428571429,0.481668765,Medium
Palolem Beach,Mar,2023,0.883997205,0.553149606,0.90685544,0.00366089,0.609532692,0.53460452,0.692994505,0.545454545,0.411764706,0.397058824,0.533333333,0,0,0.171428571,0.714285714,0.187940726,Low
Palolem Beach,Jun,2023,0.79594689,0.795931759,0.653502235,0.546348063,0.75215668,0.476341808,0.513049451,0.090909091,0.882352941,0.580882353,0.933333333,1,1,0.657142857,0.571428571,0.799359968,High
Gokarna Beach,Aug,2023,0.621942697,0.719816273,0.427719821,0.093889895,0.853745462,0.390889831,0.638049451,0.090909091,0.411764706,0.397058824,0.466666667,0,0,0.485714286,0.142857143,0.110786655,Low
Baga Beach,Sep,2022,0.596785465,0.692913386,0.48733234,0.211893914,0.863271492,0.270480226,0.518543956,0.181818182,0.294117647,0.323529412,0.266666667,0,0,0.485714286,0.428571429,0.105387981,Low
Palolem Beach,Aug,2023,0.773584906,0.73687664,0.607302534,0.094924494,0.924890917,0.417019774,0.647664835,0.090909091,0.529411765,0.433823529,0.666666667,0,0,0.6,0.285714286,0.136149089,Low
Marina Beach,May,2023,0.846261356,0.882545932,0.887481371,0.040886572,0.564100856,0.391596045,0.447115385,0.272727273,0.647058824,0.764705882,0.933333333,1,0,0.485714286,0.714285714,0.488776667,Medium
Agonda Beach,Dec,2022,0.798043326,0.499343832,0.80923994,0.008157418,0.076841088,0.236581921,0.674450549,0.818181818,0.617647059,0.867647059,0.92,0,0,0.598285714,0.444285714,0.290860913,Low
Gokarna Beach,Jun,2023,0.685534591,0.777559055,0.522354694,0.422534371,0.707524231,0.461864407,0.504807692,0.090909091,0.705882353,0.544117647,0.666666667,1,1,0.542857143,0.428571429,0.763766507,High
Diu Beach,Mar,2023,0.635220126,0.637795276,0.702682563,0,0.593644872,0.531073446,0.765796703,0.454545455,0.352941176,0.397058824,0.4,0,0,0.142857143,0.714285714,0.162930069,Low
Candolim Beach,Nov,2023,0.689727463,0.727034121,0.692995529,0.036012017,0.33101289,0.303319209,0.710164835,0.272727273,0.176470588,0.286764706,0.233333333,0,0,0.285714286,0.142857143,0.098081064,Low
Agonda Beach,Feb,2022,0.710691824,0.475721785,0.757078987,0,0.716883722,0.276483051,0.677197802,0.636363636,0.482352941,0.264705882,0.186666667,0,0,0.251714286,0.69,0.180235653,Low
Candolim Beach,Sep,2022,0.596785465,0.692913386,0.48733234,0.211893914,0.863271492,0.270480226,0.518543956,0.454545455,0.294117647,0.323529412,0.266666667,0,0,0.485714286,0.428571429,0.146297072,Low
Baga Beach,May,2023,0.856044724,0.909448819,0.800298063,0.002685979,0.950671152,0.545903955,0.581730769,0.272727273,0.941176471,0.544117647,0.733333333,1,0,0.6,0.857142857,0.493700582,Medium
Puri Beach,Jun,2023,0.896575821,0.963910761,0.822652757,0.125286007,0.611131466,0.491525424,0.048076923,0.090909091,1,0.617647059,1,1,1,0.685714286,0.714285714,0.805294996,High
Marina Beach,Aug,2022,0.732354997,0.779527559,0.750372578,0.115079286,0.687872631,0.222810734,0.279532967,0.090909091,0.529411765,0.617647059,0.8,1,0,0.628571429,0.285714286,0.430352375,Medium
Baga Beach,Jan,2022,0.475890985,0.482283465,0.511922504,0.000457611,0.611564467,0.226341808,0.780906593,0.727272727,0.176470588,0.323529412,0.333333333,0,0,0.2,0.285714286,0.173924964,Low
Diu Beach,Nov,2022,0.616352201,0.599081365,0.673621461,0,0.171035539,0.335451977,0.833791209,0.636363636,0.352941176,0.397058824,0.4,0,0,0.2,0.571428571,0.187776913,Low
Gokarna Beach,Mar,2023,0.765897973,0.526902887,0.783159463,0.005133205,0.671318656,0.446327684,0.656593407,0.545454545,0.411764706,0.360294118,0.466666667,0,0,0.2,0.571428571,0.179539499,Low
Kovalam Beach,Sep,2022,0.649196366,0.714566929,0.502235469,0.062414198,0.913233188,0.296610169,0.587912088,0.181818182,0.411764706,0.470588235,0.533333333,0,0,0.628571429,0.285714286,0.134154966,Low
Agonda Beach,Feb,2023,0.852550664,0.476377953,0.900894188,0,0.276987643,0.411016949,0.742445055,0.636363636,0.405882353,0.117647059,0.88,0,0,0.548285714,0.278571429,0.198362959,Low
Gokarna Beach,Jan,2022,0.482879106,0.447506562,0.596870343,0.00025865,0.218432535,0.25,0.695054945,0.727272727,0.117647059,0.25,0.333333333,0,0,0.428571429,0.285714286,0.166652993,Low
Kovalam Beach,Jun,2023,0.754018169,0.73687664,0.638599106,0.115656274,0.968857209,0.347457627,0.553571429,0.090909091,0.764705882,0.617647059,0.866666667,1,1,0.914285714,0.285714286,0.778330406,High
Puri Beach,Oct,2022,0.665967855,0.686351706,0.567064083,0.085812061,0.186956667,0.184675141,0.618818681,0.363636364,0.411764706,0.360294118,0.466666667,0,0,0.428571429,0.571428571,0.153735523,Low
Dhanushkodi Beach,Oct,2022,0.737945493,0.804461942,0.65052161,0.225920694,0.522499417,0.385946328,0.57760989,0.545454545,0.235294118,0.323529412,0.266666667,0,0,0.428571429,0.285714286,0.154223756,Low
Baga Beach,May,2022,0.791754018,0.837270341,0.683308495,0.045562165,0.906671552,0.352048023,0.379807692,0.272727273,0.470588235,0.433823529,0.433333333,0,0,0.428571429,0.714285714,0.148304015,Low
Alleppey Beach,May,2023,0.651991614,0.753937008,0.667660209,0.143948588,0.357159511,0.254590395,0.625686813,0.181818182,0.176470588,0.323529412,0.4,0,0,0.628571429,0.214285714,0.10049245,Low
Marina Beach,Oct,2023,0.679245283,0.734908136,0.66318927,0.015916914,0.332744896,0.267655367,0.690934066,0.363636364,0.411764706,0.544117647,0.666666667,0,0,0.342857143,0.571428571,0.173833694,Low
Dhanushkodi Beach,Apr,2022,0.821802935,0.88976378,0.735469449,0.133562802,0.47936582,0.337570621,0.535027473,0.272727273,0.411764706,0.397058824,0.466666667,0,0,0.285714286,0.714285714,0.144494936,Low
Tarkarli Beach,May,2022,0.742837177,0.922572178,0.478390462,0.062493782,0.918262665,0.471045198,0.382554945,0.272727273,0.529411765,0.544117647,0.666666667,1,0,0.257142857,0.714285714,0.450551667,Medium
Candolim Beach,Oct,2022,0.589098532,0.679133858,0.557377049,0.047691053,0.531625754,0.165254237,0.634615385,0.181818182,0.235294118,0.286764706,0.3,0,0,0.371428571,0.285714286,0.093999349,Low
Diu Beach,Nov,2023,0.644304682,0.67847769,0.655737705,0.021229184,0.139293209,0.405367232,0.822115385,0.636363636,0.294117647,0.323529412,0.333333333,0,0,0.257142857,0.571428571,0.176678832,Low
Marina Beach,Nov,2023,0.535988819,0.669291339,0.416542474,0.197031496,0.039902741,0.328036723,0.788461538,0.636363636,0.294117647,0.470588235,0.533333333,0,0,0.2,0.571428571,0.197221437,Low
Kovalam Beach,Mar,2023,0.819007687,0.823490814,0.676602086,0.021945445,0.897611831,0.091454802,0.648351648,0.545454545,0.352941176,0.433823529,0.533333333,0,0,0.342857143,0.714285714,0.183812974,Low
Baga Beach,Mar,2022,0.710691824,0.738188976,0.728017884,0.004556217,0.710521933,0.176200565,0.568681319,0.363636364,0.411764706,0.397058824,0.466666667,0,0,0.314285714,0.571428571,0.15295522,Low
Dhanushkodi Beach,Feb,2022,0.642208246,0.735564304,0.561847988,0.009172122,0.04643107,0.51730226,0.700549451,0.454545455,0.235294118,0.286764706,0.333333333,0,0,0.428571429,0.428571429,0.141553812,Low
Mandarmani Beach,Mar,2022,0.596086653,0.602362205,0.62295082,0.001034599,0.642840489,0.27930791,0.559752747,0.363636364,0.117647059,0.323529412,0.333333333,0,0,0.2,0.571428571,0.117682865,Low
Palolem Beach,May,2022,0.946191474,0.887139108,0.837555887,0.086588011,0.928721314,0.442443503,0.393543956,0.363636364,0.529411765,0.470588235,0.666666667,1,0,0.485714286,0.571428571,0.460623779,Medium
Puri Beach,Oct,2023,0.714185884,0.717847769,0.665424739,0.049740355,0.501548813,0.253531073,0.644917582,0.363636364,0.470588235,0.397058824,0.6,0,0,0.457142857,0.714285714,0.169846307,Low
